Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
LCS879-BO-AL;34707;Подставка под горячее из дерева с керамической вставкой Сады Флоренции;843;1517;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Подставки под горячее;19х19 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/7226.jpg;;8111123333509;0.44;Сады Флоренции;
LCS879-EL-AL;26471;Подставка под горячее из дерева с керамической вставкой Элианто;843;1517;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Подставки под горячее;19х19 см (в коробке -10 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/928.jpg;;8111123330294;0.44;Элианто;
LCS879V-AL;14230;Подставка под горячее из дерева с керамикой Натюрморт;843;1517;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Подставки под горячее;(в кор. - 10 шт,);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/807.jpg;;8111123323760;0.45;Натюрморт;
LCS900-BO-AL;34708;Сахарница Сады Флоренции;754;1357;Керамика;На складе;14;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;0,2 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/871.jpg;;8111123333523;0.00;Сады Флоренции;
LCS900-S-AL;48398;Сахарница Подсолнухи Италии;461;830;Керамика;На складе;4;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;0,25 л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11564.jpg;Распродажа;8111123335732;0.29;Подсолнухи Италии;
LCS900N-EL-AL;26461;Сахарница Элианто;754;1357;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;0,25 л (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/933.jpg;;8111123330300;0.44;Элианто;
LCS933TP-BO-AL;34709;Чашка 0,5 л с блюдцем Сады Флоренции;754;1357;Керамика;На складе;>20;LCS;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/874.jpg;;8111123333547;0.57;Сады Флоренции;
LCS933TP_NV-AL;14282;Чашка на маленьком подносе Натюрморт;976;1757;Керамика;На складе;6;LCS;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5 л (в кор. - 1 наб.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/813.jpg;;8111123325078;0.81;Натюрморт;
LCS933_T_P-EL-AL;26458;Чашка с  блюдцем Элианто;754;1357;Керамика;На складе;3;LCS;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5 л (в коробке -1 наб.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/937.jpg;;8111123330317;0.44;Элианто;
LCS933_T_PV-AL;14266;Чашка с блюдцем Натюрморт;754;1357;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5 л (в кор. - 1 наб.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/814.jpg;;8111123323807;0.57;Натюрморт;
LCS934-E-AL;54146;Кружка Элеганс;405;729;Керамика;На складе;12;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12265.jpg;Распродажа;8111123336371;0.29;Элеганс;
LCS934-S-AL;48392;Кружка Подсолнухи Италии;238;428;Керамика;На складе;13;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11554.jpg;Распродажа;8111123335756;0.28;Подсолнухи Италии;
LCS934-SE-AL;54520;Кружка Садовые цветы;506;911;Керамика;На складе;6;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12588.jpg;Распродажа;8111123336838;0.28;Садовые цветы;
LCS934N-BO-AL;34809;Кружка Сады Флоренции;710;1278;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/859.jpg;;8111123333585;0.27;Сады Флоренции;
LCS934N-EL-AL;26479;Кружка Элианто;710;1278;Керамика;На складе;18;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/918.jpg;;8111123330331;0.34;Элианто;
LCS934N-M-AL;47715;Кружка Зимние яблоки;405;729;Керамика;На складе;3;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11042.jpg;Распродажа;8111123335381;0.26;Зимние яблоки;
LCS934N-V-AL;26983;Кружка Натюрморт;710;1278;Керамика;На складе;>20;LCS;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,35 л (в кор. - 1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/795.jpg;;8111123330515;0.27;Натюрморт;
LCS935-BO-AL;34712;Салатник 14 см Сады Флоренции;621;1118;Керамика;На складе;6;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;14 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/868.jpg;;8111123333608;0.26;Сады Флоренции;
LCS935-E-AL;54147;Салатник Элеганс, малый;443;797;Керамика;На складе;4;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;14 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12272.jpg;Распродажа;8111123336395;0.35;Элеганс;
LCS935-EL-AL;26480;Салатник Элианто;621;1118;Керамика;На складе;>20;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;14 см (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/930.jpg;;8111123330348;0.34;Элианто;
LCS935-M-AL;47716;Салатник Зимние яблоки, малый;248;446;Керамика;На складе;6;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;14 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11051.jpg;Распродажа;8111123335404;0.37;Зимние яблоки;
LCS935-S-AL;48393;Салатник Подсолнухи Италии, малый;246;443;Керамика;На складе;2;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;14 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11562.jpg;Распродажа;8111123335763;0.37;Подсолнухи Италии;
LCS935V-AL;14308;Маленький салатник 13,5 см Натюрморт;621;1118;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;13,5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/798.jpg;;8111123326747;0.26;Натюрморт;
LCS938-EL-AL;26481;Салатник Элианто;1021;1838;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;20 см (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/931.jpg;;8111123330355;0.90;Элианто;
LCS938G-E-AL;54149;Салатник Элеганс;582;1048;Керамика;На складе;3;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;20 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12271.jpg;Распродажа;8111123336418;0.69;Элеганс;
LCS938V-AL;14319;Салатник 20 см Натюрморт;1021;1838;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;20 см (в кор. - 1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/809.jpg;;8111123326785;0.70;Натюрморт;
LCS938_G-SE-AL;54522;Салатник Садовые цветы, большой;728;1310;Керамика;На складе;4;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;20 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12595.jpg;Распродажа;8111123336852;0.67;Садовые цветы;
LCS958TP-E-AL;54150;Чайник Элеганс;1077;1939;Керамика;На складе;3;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;0.65л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12275.jpg;Распродажа;8111123336432;0.42;Элеганс;
LCS958TP-EL-AL;26459;Чайник Элианто;1509;2716;Керамика;На складе;5;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;0,8 л (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/934.jpg;;8111123330362;0.70;Элианто;
LCS958TPV-AL;14340;Чайник Натюрморт;1509;2716;Керамика;На складе;6;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;0,65 л (в кор. - 1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/812.jpg;;8111123324767;0.48;Натюрморт;
LCS958_TP-S-AL;48399;Чайник Подсолнухи Италии;654;1177;Керамика;На складе;2;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;0.65л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11565.jpg;Распродажа;8111123335787;0.40;Подсолнухи Италии;
LCS958_TP-SE-AL;54523;Чайник Садовые цветы;1077;1939;Керамика;На складе;3;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;0.65л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12598.jpg;Распродажа;8111123336869;0.42;Садовые цветы;
LCS959T-EL-AL;26460;Чайник Элианто;2020;3636;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;1,6 л (в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/935.jpg;;8111123330379;0.88;Элианто;
LCS994-BO-AL;34715;Деревянная хлебница с керамическими вставками Сады Флоренции;3263;5873;Керамика;На складе;8;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Хлебницы;20х30х40 см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/855.jpg;;8111123333660;2.20;Сады Флоренции;
LCS994-EL-AL;26472;Хлебница Элианто;3263;5873;Дерево;На складе;18;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Хлебницы;39х30х19см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/64.jpg;;8111123330386;2.70;Элианто;
LCS994V-AL;14372;Деревянная хлебница с керамическими вставками Натюрморт;3263;5873;Дерево;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Хлебницы;39*30*19см.;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/60.jpg;;8111123323852;2.20;Натюрморт;
LCS995_OR32-E-AL;54152;Настенные часы Элеганс;1457;2623;Керамика;На складе;2;LCS;ИТАЛИЯ;Италия;Часы;Часы настенные;31.5х31.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12334.jpg;Распродажа;8111123336470;1.29;Элеганс;
LCS996V-AL;25251;Салфетница Натюрморт;1132;2038;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Салфетницы;(в кор . -1 шт.);Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/810.jpg;;8111123329212;0.45;Натюрморт;
LCS998-BO-AL;34718;Подставка для бумажного полотенца Сады Флоренции;1776;3197;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;-;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/866.jpg;;8111123333721;0.34;Сады Флоренции;
LCS998-EL-AL;26485;Подставка под бумажное полотенце Элианто;1776;3197;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;(в коробке -1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/927.jpg;;8111123330416;0.63;Элианто;
LCS998V-AL;25253;Подставка для бумажного полотенца Натюрморт;1776;3197;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;(в кор. - 1 шт.);Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/806.jpg;;8111123329250;0.34;Натюрморт;
LCS999V-AL;25254;Вешалка для полотенец Натюрморт;1731;3116;Керамика;На складе;16;LCS;ИТАЛИЯ;Италия;Кухонные принадлежности;Вешалки для полотенец;(в кор. - 1 шт.);Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/792.jpg;;8111123329281;0.70;Натюрморт;
LSC900N-V-AL;26982;Сахарница Натюрморт;754;1357;Керамика;Ожидается;Ожидается;LCS;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;0,25 л (в кор. - 1 шт.);Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/811.jpg;;8111123330522;0.24;Натюрморт;
MC-F36770118500000;56439;Чашка с блюдцем Villa (красная) без инд.упаковки;290;522;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Посуда для чая;Чайные пары;0.2л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14087.jpg;Распродажа;5602185345881;0.46;Villa;
MC-F36770140900000;56446;Чашка с блюдцем Villa (белая) без инд.упаковки;290;522;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Посуда для чая;Чайные пары;0.2л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14080.jpg;Распродажа;5602185345898;0.46;Villa;
MC-F36780118500000;56440;Салатник Villa (красная) без инд.упаковки;329;592;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;23см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14083.jpg;Распродажа;5602185345904;0.92;Villa;
MC-F36780140900000;56447;Салатник Villa (белая) без инд.упаковки;329;592;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;23см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14076.jpg;Распродажа;5602185345911;0.92;Villa;
MC-F430800005D0053;56420;Тарелка обеденная Venice (белая) без инд.упаковки;390;702;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14065.jpg;;5602185345928;0.65;Venice;
MC-F430801350D0053;56427;Тарелка обеденная Venice (голубая) без инд.упаковки;390;702;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14071.jpg;;5602185345935;0.65;Venice;
MC-F430900005D0053;56421;Тарелка закусочная Venice (белая) без инд.упаковки.;327;589;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;23 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14064.jpg;;5602185345942;0.47;Venice;
MC-F430901350D0053;56428;Тарелка закусочная Venice (голубая) без инд.упаковки;327;589;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;23см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14070.jpg;;5602185345959;0.47;Venice;
MC-F431100005D0053;56422;Салатник малый Venice (белая) без инд.упаковки;313;563;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;15.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14062.jpg;;5602185345966;0.47;Venice;
MC-F431101350D0053;56429;Салатник малый Venice (голубая) без инд.упаковки;313;563;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;15.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14063.jpg;;5602185345973;0.47;Venice;
MC-F431401350D0053;56430;Кружка Venice (голубая) без инд.упаковки;403;725;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14068.jpg;;5602185345997;0.26;Venice;
MC-F443300328D0270;57055;Тарелка обеденная Листопад (кремовый) без инд.упаковки;310;558;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14538.jpg;Распродажа;4607947160536;0.60;Листопад;
MC-F443301068D0322;57060;Тарелка обеденная Листопад (бордо) без инд.упаковки;340;612;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14533.jpg;Распродажа;4607947160581;0.60;Листопад;
MC-F443400328D0270;57056;Тарелка закусочная Листопад (кремовый) без инд.упаковки;255;459;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14537.jpg;Распродажа;4607947160543;0.42;Листопад;
MC-F443401068D0322;57061;Тарелка закусочная Листопад (бордо) без инд.упаковки;274;493;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14532.jpg;Распродажа;4607947160598;0.43;Листопад;
MC-F443500328D0270;57057;Салатник малый Листопад (кремовый)  без инд.упаковки;221;398;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;15см, 0.5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14536.jpg;Распродажа;4607947160550;0.38;Листопад;
MC-F443501068D0322;57062;Салатник малый Листопад (бордо)  без инд.упаковки.;265;477;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;15см, 0.5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14531.jpg;Распродажа;4607947160604;0.38;Листопад;
MC-F443600328D0270;57058;Кружка Листопад (кремовый)  без инд.упаковки;291;524;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14534.jpg;Распродажа;4607947160567;0.35;Листопад;
MC-F443601068D0322;57063;Кружка Листопад (бордо)  без инд.упаковки;335;603;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14529.jpg;Распродажа;4607947160611;0.35;Листопад;
MC-F443700328D0270;57059;Салатник Листопад (кремовый)  без инд.упаковки;502;904;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;26.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14535.jpg;Распродажа;4607947160574;1.30;Листопад;
MC-F443701068D0322;57064;Салатник Листопад (бордо)  без инд.упаковки.;530;954;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;26.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14530.jpg;Распродажа;4607947160628;1.30;Листопад;
MC-F456400005D0053;56424;Салатник Venice (белая) без инд.упаковки;592;1066;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;23см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14061.jpg;;5602185346000;0.80;Venice;
MC-F456401350D0053;56431;Салатник Venice (голубая) без инд.упаковки;592;1066;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;23см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14069.jpg;;5602185346017;0.80;Venice;
MC-F481101350D0053;56432;Чашка с блюдцем Venice (голубая) без инд.упаковки;617;1111;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Посуда для чая;Чайные пары;0.2л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14073.jpg;;5602185346031;0.53;Venice;
MC-F488400005D0053;56426;Чашка для завтрака, суповая чашка Venice (белая) без инд.упаковки;504;907;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Чашки для завтрака;0.5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14066.jpg;;5602185346048;0.38;Venice;
MC-F488401350D0053;56433;Чашка для завтрака, суповая чашка Venice (голубая) без инд.упаковки;504;907;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Чашки для завтрака;0.5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14072.jpg;;5602185346055;0.38;Venice;
MC-F53820097800000;57051;Тарелка обеденная Villa (кремовая) без инд.упаковки;262;472;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14528.jpg;;4607947160482;0.53;Villa;
MC-F53820118500000;56434;Тарелка обеденная Villa (красная) без инд.упаковки;167;301;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14086.jpg;Распродажа;5602185346062;0.53;Villa;
MC-F53830097800000;57052;Тарелка закусочная Villa (кремовая) без инд.упаковки;211;380;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14527.jpg;;4607947160499;0.35;Villa;
MC-F53830118500000;56435;Тарелка закусочная Villa (красная) без инд.упаковки;135;243;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14085.jpg;Распродажа;5602185346086;0.35;Villa;
MC-F53850097800000;57053;Салатник малый Villa (кремовая)  без инд.упаковки;211;380;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;16см, 0.5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14526.jpg;;4607947160505;0.35;Villa;
MC-F53850118500000;56436;Салатник малый Villa (красная) без инд.упаковки;135;243;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;16см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14084.jpg;Распродажа;5602185346109;0.35;Villa;
MC-F53860097800000;57054;Кружка Villa (кремовая)  без инд.упаковки;233;419;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14525.jpg;Распродажа;4607947160512;0.25;Villa;
MC-F53860118500000;56437;Кружка Villa (красная) без инд.упаковки;187;337;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14081.jpg;Распродажа;5602185346123;0.25;Villa;
MC-F53860140900000;56444;Кружка Villa (белая) без инд.упаковки;187;337;Керамика;На складе;>20;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14074.jpg;Распродажа;5602185346130;0.25;Villa;
MC-F54030118500000;56438;Кувшин Villa (красная) в инд.упаковке;823;1481;Керамика;На складе;18;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Кувшины;1.8л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14082.jpg;Распродажа;5602185346147;1.16;Villa;
MC-F566200005D0053;57531;Тарелка обеденная Augusta (белый)  без инд.упаковки;426;767;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14843.jpg;;4607947161298;0.62;Augusta;
MC-F566200328D1381;57527;Тарелка обеденная Augusta (синий)  без инд.упаковки;426;767;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;27см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14844.jpg;;4607947161250;0.62;Augusta;
MC-F566300005D0053;57532;Тарелка закусочная Augusta (белый)  без инд.упаковки;319;574;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14841.jpg;;4607947161304;0.40;Augusta;
MC-F566300328D1381;57528;Тарелка закусочная Augusta (синий)  без инд.упаковки;319;574;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Тарелки;22см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14842.jpg;;4607947161267;0.40;Augusta;
MC-F566400005D0053;57533;Салатник Augusta (белый)  без инд.упаковки;319;574;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;14.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14839.jpg;;4607947161311;0.37;Augusta;
MC-F566400328D1381;57529;Салатник Augusta (синий)  без инд.упаковки;319;574;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Предметы сервировки стола;Салатники;14.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14840.jpg;;4607947161274;0.37;Augusta;
