Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
MC-F566500005D0053;57534;Кружка Augusta (белый)  без инд.упаковки;426;767;Керамика;Ожидается;Ожидается;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14837.jpg;;4607947161328;0.27;Augusta;
MC-F566500328D1381;57530;Кружка Augusta (синий)  без инд.упаковки;426;767;Керамика;На складе;2;Matceramica;ПОРТУГАЛИЯ;Португалия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14838.jpg;;4607947161281;0.27;Augusta;
MI2-9831-Y3_23A-AL;48618;Чайный сервиз Адмиралтейский  23 предмета на 6 персон;7030;12654;Фарфор;Ожидается;Ожидается;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л,6 блюдец,6  тарелок 19см, чайник с крышкой 1,4л, сахарница с крышкой 0,45л, сливочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11731.jpg;;6900125531417;4.90;Адмиралтейский;
MI2-9831-Y3_42A-AL;47810;Чайный сервиз Адмиралтейский 42 предмета на 12 персон;12506;22511;Фарфор;Ожидается;Ожидается;Midori;КИТАЙ;Китай;Чайные сервизы;На 12 персон;12 чашек 0,2л,12 блюдец,12 тарелок 19см, сливочник 0,3л, сахарница с крышкой 0,45л, блюдо 27см, чайник с крышкой 1,4л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11349.jpg;;6900125531066;9.50;Адмиралтейский;
MI2-9831-Y3_50A-AL;47811;Обеденный сервиз Адмиралтейский 50 предметов на 12 персон;21682;39028;Фарфор;Ожидается;Ожидается;Midori;КИТАЙ;Китай;Обеденные сервизы;На 12 персон;12 закус тарелок 20,5см, 12 обед тарелок 27см, 12 суп тарелок 23см,2 салатника 23см, 4 салатника 14см,  2 блюда 23см, 2 блюда 35см, соусник на блюдце,солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11145.jpg;;6900125531073;18.90;Адмиралтейский;
MI2-K264A1-E7_23;57189;Чайный сервиз Вирджиния 23 предмета на 6 персон;7678;13820;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л, 6 блюдец, 6 тарелок 19см, чайник с крышкой 1,4л, сахарница с крышкой 0,45л, молочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14600.jpg;;4607947160956;4.50;Вирджиния;
MI2-K264A1-E7_27;57190;Обеденный сервиз Вирджиния 27 предметов на 6 персон;12059;21706;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 закус тарелок 20,5см, 6 обед тарелок 27см, 6 суп тарелок 23см, 2 салатника 14см, 1 салатник 23см , 1 блюдо 35см, 1 блюдо 23см, соусник на блюде, солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14598.jpg;;4607947160963;9.80;Вирджиния;
MI2-K264A1-E7_42;57191;Чайный сервиз Вирджиния 42 предмета на 12 персон;13074;23533;Фарфор;На складе;5;Midori;КИТАЙ;Китай;Чайные сервизы;На 12 персон;12 чашек 0,2л,12 блюдец,12 тарелок 19см, молочник 0,3л, сахарница с крышкой 0,45л, блюдо 27см, чайник с крышкой 1,4л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14601.jpg;;4607947160970;9.20;Вирджиния;
MI2-K264A1-E7_50;57192;Обеденный сервиз Вирджиния 50 предметов на 12 персон;22066;39719;Фарфор;На складе;10;Midori;КИТАЙ;Китай;Обеденные сервизы;На 12 персон;12 закус тарелок 20,5см, 12 обед тарелок 27см, 12 суп тарелок 23см,2 салатника 23см, 4 салатника 14см,  2 блюда 23см, 2 блюда 35см, соусник на блюде,солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14599.jpg;;4607947160987;18.90;Вирджиния;
MI2-K3036-E6_23;57622;Чайный сервиз Корона 23 предмета на 6 персон;6327;11389;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л,6 блюдец,6 тарелок 19см, чайник с крышкой 1,35л, сахарница с крышкой 0,35л, молочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14911.jpg;;4607947161793;5.60;Корона;
MI2-K3036-E6_27;57623;Обеденный сервиз Корона 27 предметов на 6 персон;12202;21964;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 закус тарелок 20,5см, 6 обед тарелок 27см, 6 суп тарелок 23см, 2 салатника 14см, 1 салатник 23см , 1 блюдо 35см, 1 блюдо 23см, соусник на блюде, солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14909.jpg;;4607947161809;10.90;Корона;
MI2-K3036-E6_42;57624;Чайный сервиз Корона 42 предмета на 12 персон;11655;20979;Фарфор;На складе;12;Midori;КИТАЙ;Китай;Чайные сервизы;На 12 персон;12 чашек 0,2л,12 блюдец,12 тарелок 19см, молочник 0,3л, сахарница с крышкой 0,45л, блюдо 27см, чайник с крышкой 1,4л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14912.jpg;;4607947161816;10.30;Корона;
MI2-K3036-E6_50;57625;Обеденный сервиз Корона 50 предметов на 12 персон;22866;41159;Фарфор;На складе;13;Midori;КИТАЙ;Китай;Обеденные сервизы;На 12 персон;12 закус тарелок 20,5см, 12 обед тарелок 27см, 12 суп тарелок 23см,2 салатника 23см, 4 салатника 14см,  2 блюда 23см, 2 блюда 35см, соусник на блюде,солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14910.jpg;;4607947161823;20.00;Корона;
MI2-K3445-E7_23;57618;Чайный сервиз Эрмитаж 23 предмета на 6 персон;6327;11389;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л,6 блюдец,6 тарелок 19см, чайник с крышкой 1,35л, сахарница с крышкой 0,35л, молочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14915.jpg;;4607947161755;5.60;Эрмитаж;
MI2-K3445-E7_27;57619;Обеденный сервиз Эрмитаж 27 предметов на 6 персон;12202;21964;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 закус тарелок 20,5см, 6 обед тарелок 27см, 6 суп тарелок 23см, 2 салатника 14см, 1 салатник 23см , 1 блюдо 35см, 1 блюдо 23см, соусник на блюде, солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14913.jpg;;4607947161762;10.90;Эрмитаж;
MI2-K3445-E7_42;57620;Чайный сервиз Эрмитаж 42 предмета на 12 персон;11655;20979;Фарфор;На складе;11;Midori;КИТАЙ;Китай;Чайные сервизы;На 12 персон;12 чашек 0,2л,12 блюдец,12 тарелок 19см, молочник 0,3л, сахарница с крышкой 0,45л, блюдо 27см, чайник с крышкой 1,4л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14916.jpg;;4607947161779;10.30;Эрмитаж;
MI2-K3445-E7_50;57621;Обеденный сервиз Эрмитаж 50 предметов на 12 персон;22866;41159;Фарфор;На складе;12;Midori;КИТАЙ;Китай;Обеденные сервизы;На 12 персон;12 закус тарелок 20,5см, 12 обед тарелок 27см, 12 суп тарелок 23см,2 салатника 23см, 4 салатника 14см,  2 блюда 23см, 2 блюда 35см, соусник на блюде,солонка, перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14914.jpg;;4607947161786;20.00;Эрмитаж;
MI2-K6986-Y3_23-AL;54313;Чайный сервиз Вуаль белая 23 предмета на 6 персон;4811;8660;Фарфор;На складе;4;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л,6 блюдец,6 тарелок 19см, чайник с крышкой 1,35л, сахарница с крышкой 0,35л, сливочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12431.jpg;Распродажа;6900125531578;5.50;Вуаль белая;
MI2-S9161-T2_23;54872;Чайный сервиз Августина 23 предмета на 6 персон;7268;13082;Фарфор;На складе;>20;Midori;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0,2л,6 блюдец,6 тарелок 19см, чайник с крышкой 1,35л, сахарница с крышкой 0,35л, сливочник 0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12883.jpg;;6900125531691;5.50;Августина;
