Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
Набор для подогрева бренди: бокал 380мл + металлическая подставка 6.5x8.0x13 см;250-116;99085460;21;686;;545
Набор из 3-х фуршетных подставок на ножке, 27/23/19 см., h=26/22/17 см.;39-900;87772094;;3929;;3750
Подсвечник 9x9x31.5 см;105-119;99085407;21;2775;;2203
Подсвечник 9x9x36.5 см;105-120;99085417;13;3033;;2408
Подсвечник 9x9x41.5 см;105-121;99085426;11;3133;;2487
Подставка декоративная с банкой для сыпучих продуктов 12x15x29 см 900 мл;158-261;87772095;1;1575;;1200
"Светильник ""Девушка"", h84 см.";118-900;69359100;;4914;;3900
"Светильник ""Девушка"", h84 см.";118-902;69359040;;9626;12032;7640
"Светильник ""Девушка"", h84 см.";118-901;69359098;;5011;;3978
"Светильник ""Девушка"", h84 см.";118-903;69359038;;5294;;4202
Столовый сервиз на 6 персон, 7 пр., 2500 мл/200 мл;257-241;99085442;10;2926;;2793
Тортовница d=18 см, h=26 см;105-111;99085505;21;1996;;1905
Тортовница d=31 см, h=15 см;258-190;99085490;;2940;;2334
Тортовница d=31 см. h=17 см.;258-106;99085481;;1951;2438;1862
Фруктовница 2-х ярусная 21x21x49 см;158-243;87772096;16;2208;2760;2108
Фруктовница 2-х ярусная 27x27x55 см.;158-244;87772097;;2838;;2709
Фруктовница 2-х ярусная 40x30x45 см. диаметр блюд=29.5/24.5 см., без упаковки;39-907;87772098;;1630;2037;1243
Фруктовница 3-х ярусная 54x33x51 см. диаметр блюд=29.5/25/19.5 см., без упаковки;39-908;87772099;21;2433;;2323
Фруктовница 3-х ярусная, 25/20/20 см. 66x25 см., h=20 см.;257-200;87772100;;2810;3512;2231
Фруктовница 3-х ярусная, h=40 см.;257-160;87772101;;3668;4585;2912
Фруктовница 30x30x6 см.высота с ручкой=24 см.;257-129;87772102;;1937;;1476
Чаша декоративная 40x40x15см. ручная работа;183-146;87772103;;2622;3277;1999
"Набор банок для сыпучих продуктов из 3-х шт.""Home"" на деревянной подставке 31x10.5x14 см (кор=12 шт.";222-074;87772104;16;1591;;1213
"Тортовница на ножке ""Muza crystal"" 30 см., h=15 см.";195-128;87772105;21;1644;2055;1253
"Набор банок для сыпучих продуктов из 3-х шт.""Бантик"" в металлической корзинке 500 мл. 30x10x14 см.";222-075;87772106;;1393;1741;1062
"Набор бокалов для шампанского ""Бургундия"" 130 мл. серия ""Muza Color"", 6 шт.";595-007;87772107;4;3014;;2393
"Набор стаканов ""Бургундия"" 300 мл. серия ""Muza Color"", 6 шт.";595-015;87772108;9;2703;;2146
"Набор банок для сыпучих продуктов из 2-х шт.""Вензель"" на металлической подставке 27x13x35 см (кор=12";222-1024;87772109;17;1562;;1191
"Фруктовница на ножке ""Голден"" 30 см, h=23 см";195-107;87772110;;2547;;2022
"Набор из 6-ти бокалов для вина ""Грей"" 270 мл. серия ""muza color""";595-010;98912575;2;3402;;2700
"Набор из 6-ти бокалов для шампанского ""Грей"" 130 мл";595-006;98912576;;3014;;2393
"Набор стаканов ""Грей"" 300 мл. серия ""Muza Color"", 6 шт.";595-014;87772111;19;2703;3378;2146
"Заварочный чайник agness с фильтром ""Гуси"" 900 мл.";885-020;98912534;21;255;;203
"Фигурка ""Золотая Рыбка"" 14x28см. ручная работа";246-171;99085615;;5299;;4206
"Набор бокалов для вина 6 шт.""Индиго"" 280 мл, h=16 см.";228-039;99085645;21;2185;;2086
"Набор бокалов для шампанского 6 шт.""Индиго"" 180 мл, h=19 см, серия ""muza color""";228-036;99085630;21;1745;;1665
"Блюдо ""Лазурит золотой"" 40 см., h=7 см.";228-054;87772112;21;715;893;569
"Набор бокалов для шампанского 6 шт.""Марсала"" 180мл. h=19 см, серия ""muza color""";228-037;99085652;;1745;;1665
"Набор стаканов для воды 6 шт.""Марсала"" 250 мл, h=10 см.";228-043;99085669;;1350;;1288
"Набор стаканов для воды ""Муар"" 6 шт. 350 мл, h=11 см.";228-053;99085685;21;1405;;1342
"Менажница 3-х секционная 30x30x5 см. коллекция ""Муза""";355-135;87772113;21;628;;499
"Фигурка ""Мустанг"" 17x6x25см. ручная работа";246-191;99085713;13;2228;;1769
"Фигурка ""Мустанг"" 17x6x25см. ручная работа";246-192;99085705;7;2228;;1769
"Фигурка ""Мустанг"" 17x6x25см. ручная работа";246-190;99085699;10;2228;;1769
"Фигурка ""Мустанг"" 18x7x30см. ручная работа";246-193;99085722;5;3366;;2672
"Фигурка ""Павлин"" 19x9x15.5 см. ручная работа";246-145;98912664;;1541;;1175
"Набор банок для сыпучих продуктов из 3-х шт.""Париж"" в металлической корзинке 30x10x14 см. (кор=12 шт";222-076;87772114;;1482;;1130
"Чайный набор на 2 персоны на подносе ""Плюмаж"" 180 мл золотой, 3 пр.";257-222;87772115;;1697;;1294
"Набор бокалов для шампанского ""Ромбо"" 6шт. 170мл. серия ""Muza Color""";26-119;87772117;;1599;;1219
"Набор бокалов для шампанского ""Ромбо"" 6шт. 170мл. серия ""Muza Color""";26-120;87772116;;1630;2037;1243
"Фигурка ""Рыбка"" 30x8x20 см. ручная работа";246-150;99085733;;2495;;1902
"Набор бокалов для вина ""Тоскана"" 270 мл, 6 шт.";595-009;87772118;21;1464;1830;1399
"Набор бокалов для шампанского ""Тоскана"" 130 мл. серия ""Muza Color"", 6 шт.";595-005;87772119;5;1575;;1250
"Набор стаканов ""Тоскана"" 300 мл. серия ""Muza Color"", 6 шт.";595-013;87772120;19;1411;;1120
"Блюдо с крышкой ""Три цветка"" коллекция ""муза"" 15x16 см.";355-070;87772121;;1398;;1066
"Набор бокалов для вина 6 шт.""Туркуаз"" 280 мл, h=16 см.";228-041;99085743;13;2185;2731;2086
"Набор бокалов для шампанского 6 шт.""Туркуаз"" 180 мл, h=19 см.";228-038;99085759;3;1745;;1665
"Кувшин ""Турмалин"" 1400 мл., h=21 см.";228-048;87772122;;1333;1666;1016
"Набор бокалов для вина ""Уайнд"" 270 мл, 6 шт.";595-011;87772123;2;3402;;2700
"Набор бокалов для шампанского ""Уайнд"" 130 мл. серия ""Muza Color"", 6 шт.";595-004;87772124;15;3014;;2393
"Набор стаканов ""Уайнд"" 300 мл. серия ""Muza Color"", 6 шт.";595-012;87772125;21;2703;;2146
"Набор бокалов для вина ""Уйанд"" 270 мл. серия ""Muza Color"", 6 шт.";595-008;87772126;21;3402;;2700
"Декоративное изделие ""Яблочное Дерево"" h=70 см. а+в+с";105-105;99085774;;48967;;42580
"Ваза ""Алессандра"" зеленая, h24 см.";291-077;69358977;;4140;;3286
"Ваза ""Алессандра"" красная, h24 см.";291-076;69358975;;6699;8373;5317
"Ваза ""Алессандра"" красная, h30 см.";291-078;69358959;;8253;10316;6550
"Ваза ""Алессандра"" синяя, h24 см.";291-072;69358904;;3201;;3055
"Ваза ""Алессандра"", h24 см.";291-062;69359001;;4575;;3632
"Ваза ""Алессандра"", h24 см. зеленая";291-045;69358914;;5443;;4320
"Ваза ""Алессандра"", h24 см. красная";291-067;69358950;3;4571;;4362
"Ваза ""Алессандра"", h24 см. красная";291-044;69358910;;5443;;4320
"Ваза ""Алессандра"", h24 см. фиолетовая";291-056;69358948;2;4571;;4362
"Ваза ""Алессандра"", h24 см. фиолетовая";291-043;69358912;;5551;6938;4406
"Ваза ""Алессандра"", h30 см.";291-061;69358951;;4827;;3832
"Ваза ""Алессандра"", h30 см. бежевая";291-042;69358851;;6073;;4820
"Ваза ""Алессандра"", h30 см. зеленая";291-041;69358849;;6073;;4820
"Ваза ""Алессандра"", h30 см. красная";291-040;69358847;;6073;7591;4820
"Ваза ""Алессандра"", h30 см. фиолетовая";291-039;69358846;;6073;;4820
"Ваза ""Алессандра"", h30 см. фиолетовая";291-057;69358699;1;5474;6842;5225
"Фруктовница ""Алексис"", 14 см., h=41 см.";291-065;78212821;5;4252;;3375
"Фруктовница ""Алексис"", бежевая 14 см., h=41 см.";291-070;78212622;7;4252;;3375
"Фруктовница ""Алексис"", синяя 14 см., h=41 см";291-075;78212792;3;4552;5690;4344
"Фруктовница ""Алексис"", фиолетовая 14 см., h=41 см.";291-060;78212877;5;5472;;4344
"Конфетница ""Алессандра"", красная 20 см., h=25 см.";291-081;78212090;1;5495;;5245
"Чаша декоративная ""Алессандра"", 25 см.";291-063;78213124;;4712;;3740
"Чаша декоративная ""Алессандра"", 25 см., h=15 см.красная";291-048;78213143;;3693;;3525
"Чаша декоративная ""Алессандра"", красная 25 см., h=15 см.";291-068;78213115;3;4441;;3525
"Чаша декоративная ""Алессандра"", синяя 25 см., h=15 см.";291-073;78213243;;3693;4616;3525
"Чаша декоративная ""Алессандра"", фиолетовая 25 см., h=15 см.";291-058;78213110;3;4908;6135;4685
"Конфетница ""Даниэла"", 16 см., h=18 см.";291-064;78212236;;4165;5206;3306
"Конфетница ""Даниэла"", красная 16 см., h=18 см.";291-069;78212234;6;4185;5231;3995
"Конфетница ""Даниэла"", фиолетовая 16 см., h=18 см.";291-059;78212245;2;4185;5231;3995
"Фруктовница 2-х ярусная ""Пикассо"", красная 33/28 см., h=40 см.";291-051;78212834;;14968;;14285
"Фруктовница 3-х ярусная ""Пикассо"", бежевая 33/28/21 см., h=55 см.";291-052;78212823;;29281;;25462
Картина 12x15 см.;289-626;56558748;;2451;;1868
Картина 12x15 см.;289-624;56558750;;2451;3063;1868
Картина 13x13x2 см.;289-521-1;56558804;;5583;;4432
Картина 20x51 см.;289-606;56558769;;4399;;3492
Картина 20x51 см.;289-607;56558767;;4399;5498;3492
Картина 23x29 см.;289-567-1;56558772;;4834;;3837
Картина 23x29 см.;289-567;56558785;;4834;;3837
Картина 23x29x2 см.;289-543-1;56558759;;4348;;3451
Картина 23x29x2 см.;289-543-2;56558761;;4348;;3451
Картина 23x29x2 см.;289-543-3;56558765;;4348;5435;3451
Картина 23x29x2 см.;289-543;56558763;;4348;5435;3451
Картина 29 см., толщина=3 см.;289-548;56558811;;6893;;5471
Картина 30x42 см.;289-622;56558754;;4091;;3248
Картина 30x42 см.;289-619;56558802;;5431;;4311
Картина 30x42 см.;289-620;56558752;;4091;;3248
Картина 30x42 см.;289-621;56558757;;4091;5113;3248
Картина 30x42 см.;289-617;56558799;;5431;6788;4311
Картина 30x42 см.;289-616;56558797;;5431;;4311
Картина 38x48 см.;289-648-1;56558794;;5197;;4125
Картина 38x48x4 см.;289-559;56558825;;10511;13138;8343
Картина 40x46 см.;289-660;56558808;;6608;8260;5245
Картина 41x51 см.;289-642;56558806;;5703;;4527
Картина 42 см., толщина=3 см.;289-524-1;56558851;;10770;;8549
Картина 42 см., толщина=3 см.;289-517;56558877;;11734;;9314
Картина 42 см., толщина=3 см.;289-524;56558827;;10770;13462;8549
Картина 44x74x4 см.;289-522-1;56558875;;11699;;9285
Картина 46x46x5 см.;289-516-3;56558882;;13897;;11030
Картина 46x46x5 см.;289-516-2;56558879;;13897;17371;11030
Картина 52x52x5 см.;289-519;56558891;;20948;;18216
Картина 59x59x2 см.;289-536;56558884;;15638;19547;12412
Картина 59x59x2 см.;289-536-1;56558886;;15638;;12412
Картина 78x98 см.;289-645;56558889;;19832;;16527
Часы настенные кварцевые 28x42x8 см., циферблат 25x11 см.;289-534;56558914;;4914;6142;3900
Часы настенные, циферблат 15 см.;289-531;56558916;;19684;;16404
Картина 40x30/52x42x3 см., без упаковки;289-715;87772128;;14907;18633;11832
Картина 40x30/52x42x3 см., без упаковки;289-714;87772127;;14616;;11600
"Статуэтка ""Ананас"" амбер d=12 см. h=22 см.";304-052;99085806;2;31559;;27443
"Статуэтка ""Ананас"" зеленый 17x12x12 см";304-059;99085795;1;26704;;23221
"Статуэтка ""Ананас"" зеленый d=14 см. h=28 см.";304-053;99085784;2;38842;48552;33776
"Статуэтка ""Груша"" d=10 см. h=18 см.";304-046;99085816;1;16466;;13722
"Статуэтка ""Кошка"" 30x11x13 см.";304-040;99085824;1;29860;37325;25966
"Статуэтка ""Лебедь"" 19x19x8 см.";304-042;99085838;1;13290;;10549
"Статуэтка ""Лягушка"" 20x18x15 см.";304-055;99085849;;18999;23748;15833
"Статуэтка ""Медуза"" 20x16x10 см";304-058;99085871;2;42484;;36943
"Статуэтка ""Мышка"" 11x7x10 см.";304-041;99085882;;7314;;5805
"Статуэтка ""Сова"" 25x20x8 см.";304-045;99085902;1;35201;;30610
"Статуэтка ""Тыква"" зеленый h=12 см d=15 см";304-057;99085921;1;16466;20582;13722
"Статуэтка ""Черепаха"" 16x19x7 см.";304-049;99085946;1;15832;;13194
"Статуэтка ""Черепаха"" зеленая 19x23x9 см.";304-051;99085934;2;25490;31862;22166
"Статуэтка ""Яблоко"" d=11 см. h=11 см.";304-048;99085956;2;15199;18998;12666
"Статуэтка ""Яблоко"" d=14 см. h=14 см.";304-047;99085965;;16466;;13722
Зеркало 32x46 см.;290-004;87772129;3;2509;;2395
Зеркало 33x58 см.;290-043;87772130;3;3261;4076;3113
Зеркало 40x61 см.;290-012;87772131;10;3613;;3448
Зеркало 57x32 см.;290-016;87772132;;2514;;2401
Зеркало настенное 32x39 см.;290-161;87772133;;3040;3800;2414
Зеркало настенное белое, 50/18 см.;290-002;87772134;;2629;;2509
Зеркало настенное золотое, 50/18 см.;290-001;87772135;;2629;3286;2509
Зеркало настенное позолоченное 36x56 см.;290-019;87772136;;3635;;2885
Зеркало настенное позолоченное 50x50/29x39 см.;290-023;87772137;17;3975;;3155
Зеркало настольное 23x18/13.5x8.5 см.;290-115;87772138;1;1331;;1015
Зеркало овальное, h=50 см. ширина=36 см.;290-037;87772139;4;3238;;3091
Панно настенное 20x58 см., без упаковки;290-147;87772140;1;1942;;1480
Подсвечник настенный белый 36x19 см. h=34 см.;290-073;99085972;;3635;;2885
Подсвечник настенный золотой 38x28 см.;290-045;99085976;;2798;;2221
Часы настенные черные 37x37 см.циферблат=16 см.;290-153;87772141;;6684;8355;5305
Ваза 18x18x29 см;732-105;99086038;11;4255;;4061
Ваза 21x21x37 см;732-104;99086049;21;6396;;6105
Ваза 22x22x35 см;732-115;99201994;21;4726;;4511
Ваза 24x24x16 см;732-108;99202006;21;4246;;4052
Подсвеничк 16.50x16.50x37 см;732-121;99086025;21;3933;4916;3122
Подсвечник 13.50x13.50x16.50 см;732-117;99202078;21;2260;;1723
Подсвечник 15x15x13.50 см;732-106;99202163;21;2549;;2024
Подсвечник 15x15x32 см;732-103;99202248;21;3341;;2652
Подсвечник 15x15x37 см;732-102;99202203;21;3730;;2961
Подсвечник 16.50x16.50x45 см;732-120;99202053;21;4592;;3645
Подсвечник 16x16x10 см;732-107;99202123;21;2421;;1845
Подсвечник 19.50x19.50x80 см;732-119;99085986;21;7655;;6076
Подсвечник 20.50x20.50x69 см;732-101;99086000;21;7715;;6124
Подсвечник 20x20x100 см;732-118;99085995;21;9306;11632;7386
Подсвечник 22.50x22.50x86.50 см;732-100;99086013;21;8824;;7004
Салфетница 20x19x4.50 см;732-113;99202031;21;2817;;2236
Чаша декоративная 25.50x25.50x18.50 см;732-116;99202019;21;4078;5097;3893
"Блюдо декоративное ""Pan De Oro"" 38x31.50x9 см";732-131;99202438;;4424;;3512
"Ваза ""Pan De Oro"" 19.50x18x18 см";732-140;99202429;21;4105;;3918
"Ваза ""Pan De Oro"" 24.50x16.50x24.50 см";732-139;99202325;13;3529;4411;3368
"Ваза ""Pan De Oro"" 25x15.50x28 см";732-142;99202393;;3567;;3406
"Ваза ""Pan De Oro"" 25x17x28 см";732-138;99202434;15;3458;;3301
"Ваза ""Pan De Oro"" 26.50x21x35 см";732-137;99202360;21;5367;;5123
"Ваза ""Pan De Oro"" 26x24x37.50 см";732-141;99202447;;5833;;5568
"Ваза с крышкой ""Pan De Oro"" 26.50x21.50x28 см";732-134;99202445;7;4445;5556;4242
"Изделие декоративное ""Pan De Oro"" 60x27.50x9.50 см";732-130;99202287;21;6269;;4976
"Подсвечник ""Pan De Oro"" 18x14x44 см";732-124;99202441;19;5090;;4040
"Подсвечник ""Pan De Oro"" 20x14x34.50 см";732-125;99202450;;4237;;3364
"Подсвечник ""Pan De Oro"" 26x19.50x69.50 см";732-123;99202452;21;10124;;8035
"Подсвечник ""Pan De Oro"" 27x20x88 см";732-122;99202455;21;12012;;9534
"Чаша декоративная ""Pan De Oro"" 30x27x20 см";732-132;99202459;12;3873;;3697
Зеркало настенное 50x52 см.;290-024;78211710;;3975;;3155
Зеркало настенное 58x54/29x39 см.;290-005;78211693;;3725;4656;3555
Зеркало настенное 60x55/29x39 см.;290-006;78211696;6;3725;;3555
Зеркало овальное ширина=34 см., h=50 см.;290-038;78211719;1;3238;;3091
Часы настенные 37x37 см.циферблат 17x17 см.;290-157;78212914;;6684;;5305
"Статуэтка ""Близнецы"", 11x11 см., глянец";298-038;56557632;;7551;9438;5994
"Статуэтка ""Близнецы"", 11x11 см., матовая";298-050;56557634;;3780;;3000
"Статуэтка ""Боксер"", 12.5x8.5x16 см., матовая";298-064;56557640;;15330;;12775
"Статуэтка ""Весы"", 11x12 см., глянец";298-042;56557631;;3780;4725;3000
"Статуэтка ""Каска"", 12.5x9 см., глянец";298-067;56557626;;5819;;4619
"Статуэтка ""Каска"", 12.5x9 см., матовая";298-069;56557627;;6314;;5012
"Статуэтка ""Лев"", 11x12 см., матовая";298-052;56557637;;8048;10060;6388
"Статуэтка ""Овен"", 11x16 см., глянец";298-036;56557629;;7551;;5994
"Статуэтка ""Рак"", 11x10 см., глянец";298-039;56557630;;3855;;3060
"Статуэтка ""Рак"", 11x10 см., матовая";298-051;56557633;;3780;4725;3000
"Статуэтка ""Рыбы"", 11x12 см., глянец";298-047;56557628;;3780;;3000
"Статуэтка ""Рыбы"", 11x12 см., матовая";298-059;56557636;;3855;;3060
"Статуэтка ""Скорпион"", 11x10 см., матовая";298-055;56557635;;3780;;3000
"Статуэтка ""Совы"", 19x9 см., h=10 см.";298-072;56557639;;6830;8537;5421
"Статуэтка ""Футбол"", 12x8.5x9 см., матовая";298-063;56557638;;8172;10215;6486
"Статуэтка ""Футбол"", 7x6 см., матовая";298-062;56557625;;3962;;3145
"Статуэтка ""Рыба желтая"", 30x30 см.";318-048;56557643;;6526;;5180
"Статуэтка ""Рыба красная"", 30x30 см.";318-026;56557644;;6526;;5180
"Статуэтка ""Сова"", 20x26x16 см.";318-018;56557646;;11837;14796;9395
"Статуэтка ""Сова"", 25x20x15 см.";318-019;56557647;;12686;;10069
"Статуэтка ""Штурвал"", 28 см.";318-027;56557641;;5890;;4675
Зеркало 35х50 см. (45х60 см.);296-324;56559207;;8829;;7008
Зеркало 35х50 см. (45х60 см.);296-323;56559204;;4404;5505;3496
Зеркало 35х50 см. (45х60 см.);296-322;56559221;;4404;;3496
"Картина ""Домик в лесу"" 24х18 см. (33х38.5 см.)";296-121;56558995;;7063;;5606
"Картина ""Корзина цветов"" 48х68 см.";296-107;56559276;;19684;24605;16404
Картина 16х11 см. (22х17 см.);296-232;56558942;;5629;7036;4468
Картина 16х11 см. (22х17 см.);296-233;56558944;;5629;;4468
Картина 16х11 см. (22х17 см.);296-234;56558919;;4099;;3254
Картина 18х24 см. (28х34 см.);296-327;56558977;2;4434;;4232
Картина 18х24 см. (40х46 см.);296-283;56559224;;8842;;7018
Картина 20х25 см. (31х36 см.);296-199;56559018;;7946;9932;6307
Картина 20х25 см. (31х36 см.);296-198;56559016;;7946;;6307
Картина 20х25 см. (33.5х38.5 см.);296-101;56559053;;8608;;6833
Картина 20х25 см. (33.5х38.5 см.);296-100;56559050;;4294;;3409
Картина 20х25 см. (33х38 см.);296-288;56559055;;7616;;6045
Картина 20х30 см. (29х39 см.);296-306;56558920;;5388;6735;4277
Картина 22х28 см. (28.5х34.5 см.);296-193;56559013;;7614;;6044
Картина 23х19 см. (36х31 см.);296-332;56559227;3;8812;;8410
Картина 23х43 см. (29х49 см.);296-346;56558992;;3468;4335;2753
Картина 23х43 см. (29х49 см.);296-343;56558987;;3468;4335;2753
Картина 23х43 см. (29х49 см.);296-345;56558984;;3468;;2753
Картина 23х43 см. (29х49 см.);296-344;56558989;;3468;;2753
Картина 23х43 см. (29х60 см.);296-348;56558982;;6622;;5256
Картина 24х30 см. (32х38 см.);296-284;56559011;;6201;;4922
Картина 24х30 см. (32х38 см.);296-287;56558980;;6622;;5256
Картина 30х40 см. (50х40 см.);296-273;56559267;;13244;16555;10512
Картина 30х40 см. (50х40 см.);296-272;56559265;;13244;;10512
Картина 30х40 см. (52х62 см.);296-304;56559271;;15768;;13140
Картина 36х36 см. (46х46 см.);296-317;56559257;;11588;;9198
Картина 36х36 см. (46х46 см.);296-316;56559261;1;4904;;4681
Картина 36х64 см. (44х71 см.);296-321;56559036;;8082;10102;6415
Картина 36х64 см. (44х71 см.);296-320;56559021;;8082;;6415
Картина 40х60 см. (50х70 см.);296-350;56559273;;15768;;13140
Картина 50х100 см. (63х110 см.);296-351;56559287;;24660;30825;21444
Картина 50х70 см. (70х90 см.);296-354;56559292;;34452;43065;29959
Картина 58х58 см. (73х73 см.);296-294;56559279;;10573;;8392
Картина 58х58 см. (73х73 см.);296-293;56559283;;10573;;8392
Картина 75х100 см. (87х112 см.);296-309;56559289;;28498;35622;28414
Картина полотно 100x50 см., багет 125x75 см.;296-215;78211782;;24776;30970;24703
Картина полотно 100x50 см., багет 125x75 см.;296-202;78211750;;26819;;23321
Картина полотно 23x23 см., багет 36x41 см.;296-113;78211841;;7598;;7252
Картина полотно 24x30 см.багет 32x38 см.;296-286;78211846;;5526;6907;4386
Картина полотно 24x30 см.багет 32x38 см.;296-355;78211766;;5055;6318;4825
Картина полотно 30x40 см.багет 46x56 см.;296-260;78211838;;9117;;7236
Картина полотно 41x50 см., багет 63x73 см.;296-031;78211836;;17474;;14562
Картина полотно 42x55 см.багет 47x60 см.;296-340;78211847;;9583;;7606
Картина полотно 50x60 см., багет 63x73 см.;296-032;78211833;2;15202;;14509
Картина полотно 70x50 см., багет 98x78 см.;296-210;78211843;;22666;28332;19710
Картина полотно 70x50 см., багет 99x79 см.;296-060;78211851;;23572;29465;20498
Комплект картин 2 шт. полотно 26x26 см., багет 36x40 см.;296-330;78211768;;18883;;18922
"Картина ""Дамы"", полотно 20x25 см., багет 31x36 см.";296-007;78211741;;7422;9277;5891
"Картина ""Дамы с гитарой"", полотно 26x26 см., багет 36x41 см.";296-112;78211840;;9137;;7252
Картина полотно 18x24 см.багет 28x34 см.;296-328;87772142;;5959;;4730
Картина полотно 100x50 см., багет 125x75 см.;296-216;99202474;24703;24776;;24703
Картина полотно 18x23 см., багет 30x36 см.;296-358-1;99202478;;14852;;11788
Картина полотно 18x23 см., багет 30x36 см.;296-358;99202483;;14852;18565;11788
Картина полотно 18x23 см., багет 36x52 см.;296-362;99202487;3;9699;;9257
Картина полотно 19x23 см., багет 31x36 см.;296-333;99202472;;8812;;8410
Картина полотно 19x24 см., багет 38x43 см.;296-200;99202468;;7614;;6044
Картина полотно 19x24 см., багет 38x43 см.;296-201;99202463;;7614;;6044
Картина полотно 29x38 см., багет 44x54 см.;296-357;99202501;;11996;14995;9521
Картина полотно 49x69 см., багет 70x90 см.;296-361-1;99202503;;33370;;29018
Картина полотно 50x70 см., багет 78x98 см.;296-211;99202502;;19669;;19710
Картина полотно 67.5x48.5 см., багет 82x62 см.;296-360;99202496;;18098;;18136
Картина полотно 69x49 см., багет 90x70 см.;296-361;99202492;1;29103;;29018
Чайный набор на 6 персон, 12 пр.;719-101;99202505;21;3113;;2971
Чайный набор на 6 персон, 12 пр.;719-104;99202504;21;2773;3466;2646
"Ваза ""Bridget"", h96 см.";316-1192;69358955;;8471;;6724
"Ваза ""Rosmary"", h59 см.";316-1039;69358970;;8739;10923;6936
"Ваза ""Vintage"", 80 см.";316-1155;69358704;;9044;11305;7179
"Ваза ""Vintage"", h60 см.";316-1154;69358986;;4161;;3303
Ваза 19 см., h70 см.;316-996;69358890;17;4487;;3562
Ваза 19 см., h70 см.;316-997;69358888;19;4511;5638;3581
Ваза 25x23 см., h=48 см.;316-987;78211618;;9116;;7235
Ваза 30 см.;316-972;78211610;;3147;;2499
Ваза 30 см.;316-1108;78211559;;2872;;2280
Ваза 30 см.;316-1110;78211527;;2816;;2235
Ваза 37 см.;316-1104;78211629;;3530;4412;2802
Ваза 37 см.;316-1107;78211625;;3352;4190;2661
Ваза 37 см.;316-1112;78211624;;3418;4272;2714
Ваза 41 см.;316-1135;69358787;;9513;;7550
Ваза 43 см.;316-1059;69358728;;9854;;7821
Ваза 44 см.;322-244;69358765;;17545;;14621
Ваза 44 см.;316-1050;69358726;;4978;6222;3951
Ваза 44 см.;316-1077;69358695;3;10159;;8064
Ваза 47 см.;316-1136;69358819;;14721;18401;11684
Ваза 48 см.;322-215;69358809;1;21896;;19040
Ваза 49 см.;322-258;69358780;1;12370;;11805
Ваза 50 см.;316-1127;78211662;;6253;;4964
Ваза 53 см.;322-263;69358933;;22712;;19750
Ваза 53 см.;316-1060;69358725;;4791;;3803
Ваза 53 см.;316-1051;69358723;;4886;6107;3879
Ваза 54 см.;316-1040;69358736;1;6502;;5161
Ваза 54 см.;316-1078;69358690;4;10916;13645;10419
Ваза 54 см.;316-1042;69358721;5;6083;;4829
Ваза 56 см.;322-249;69358675;;15036;;20167
Ваза 65 см.;322-223;69358801;;22550;28187;19609
Ваза h52 см., 22 см.;316-979;69358693;;8757;;6950
Ваза h55 см., 17 см.;316-978;69358692;2;10613;;10129
Ваза на ножке с крышкой, h53 см.;316-1137;69358746;5;9802;;7780
Ваза на ножке, 40 см.;316-1089;69358713;;9381;;7446
Ваза на ножке, 46 см.;316-1086;69358667;;8098;10122;6428
Ваза на ножке, 50 см.;316-1088;69358705;;9172;11465;7280
Ваза на ножке, 52 см.;316-1087;69358679;9;7671;;6089
Ваза на ножке, 55 см.;316-1090;69358666;1;11538;;9158
Ваза на ножке, h37 см.;316-878;69358803;;13822;;10970
Ваза на ножке, h43 см.;316-990;69358753;;15117;18896;12598
Ваза на ножке, h=50 см.;316-865;78211542;2;15428;19285;14724
"Ваза с крышкой ""Burano"", h55 см.";316-1012;69358894;;4778;;3793
"Ваза с крышкой ""Rosmary"", h36 см.";316-1038;69358833;3;3434;;2726
Ваза, 33 см., h90 см.;316-998;69358681;;13151;;10438
Конфетница 21 см., h=8.5 см.;316-873;78212238;;4032;;3200
Конфетница 22 см., h=16 см.;316-869;78212045;;6245;;4957
Лампа настольная, h72 см.;322-230;69359025;;57498;71872;49999
Фруктовница 2-х секционная 40x22 см., h=25 см.;316-973;78212872;;13623;;10813
Фруктовница 2-х ярусная 19/12 см., h=17 см.;316-920;78212754;;3416;;2712
Фруктовница 2-х ярусная 36/17 см., h=42 см.;316-1067;78212857;;11390;;9040
Фруктовница 2-х ярусная 36/17 см., h=42 см.;316-1058;78212855;;5755;;4568
Фруктовница 2-х ярусная 36/17 см., h=42 см.;316-1049;78212845;;7165;;5687
Фруктовница 2-х ярусная 36/17 см., h=42 см.;316-1085;78212847;;8969;11211;7119
Фруктовница 2-х ярусная 36x39/23x23 см., h=32 см.;316-861;78212818;;7308;;5800
Фруктовница 25x22 см., h=10 см.;316-863;78212794;1;5189;;4119
Фруктовница 3-х ярусная 30/20/12 см., h=48 см.;316-858;78212826;;14403;18003;11432
Чаша декоративная 22 см., h=11 см.;316-965;78213209;;2590;;2056
Чаша декоративная 22 см., h=12 см.;316-1037;78213204;;2580;;2049
Чаша декоративная 22 см., h=12 см.;316-1032;78213226;;3036;3795;2410
Чаша декоративная 22 см., h=12 см.;316-1081;78213154;3;3771;;2994
Чаша декоративная 22 см., h=13 см.;316-1054;78213250;;1980;2475;1509
Чаша декоративная 22 см., h=13 см.;316-1063;78213249;;3761;;2985
Чаша декоративная 22 см., h=16 см.;316-981;78213224;;5025;;3989
