Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
Фруктовница 3-х ярусная d=24/17/12 см. h=33 см.;877-207;99206478;21;1923;;1835
Фруктовница 3-х ярусная d=24/17/12 см. h=33 см.;877-204;99206480;21;1842;;1760
Фруктовница 3-х ярусная d=24/17/12 см. h=36 см.;877-212;99206477;21;1942;;1855
Фруктовница 3-х ярусная d=24/17/12 см. h=39 см.;877-197;99206476;21;2746;3432;2621
Фруктовница 4-х ярусная d=44/36/27/21 см. h=120 см.;877-429;99206474;19;12279;15348;11719
Часы настольные антик 11x4 см, d=8 см, h=19 см.;877-417;99206473;10;2652;;2105
Часы настольные антик 16x5 см, d=10 см, h=24 см.;877-418;99206471;6;3998;;3174
"Ваза ""Бабочки"", h42 см.";341-151;69358815;;21064;;18317
Ваза 27 см.;341-210;69358998;;4536;5670;3600
Ваза 30 см.;341-205;69358843;;6037;;4792
Ваза 34 см.;341-195;69358654;;10858;13572;8618
Ваза 40 см.;341-192;69358794;;13346;;10593
"Ваза декоративная ""Гроздья винограда"", h34 см., кремовая";341-005;69358822;;21488;26860;17907
Ваза декоративная, h35 см;341-033;69358751;;15093;;12578
Колонна 76 см.;341-194;69359006;;26249;;22826
"Колонна-подставка ""Миндаль"" кремовая, h76 см., 28 см.";341-079;69359015;;34264;42830;29795
"Лампа настольная ""Розы""+абажур черный, h65 см.";341-182;69359031;;43192;;37559
Фруктовница 2-х ярусная 20/26 см., h=34 см.;341-206;78212751;;6168;7710;4896
Чаша декоративная кремовая., h=24 см, 32 см;341-038;78213233;;15972;;13310
"Зеркало настольное ""Бабочки"", h=73 см.";341-176;78211705;1;34542;;34440
"Чаша декоративная ""Бабочки"", h=22 см., 33.5 см.";341-150;78213142;;22889;28611;19904
"Кашпо ""Гроздья винограда"", кремовый, h=34 см., 49 см.";341-017;78211897;2;27628;;24025
"Зеркало настольное ""Попугаи"", h=73 см.";341-165;78211695;1;39682;;39565
"Ваза ""Розы"", кремовая, h=39 см.";341-180;78211560;;30540;;26557
"Ваза ""Розы"", черная, h=39 см.";341-185;78211561;;30540;;26557
"Кашпо под цветы ""Розы"", кремовая, h=28 см., 40 см.";341-178;78211905;;36046;;31345
"Кашпо под цветы ""Розы"", черная, h=28 см., 40 см.";341-183;78211900;2;31438;;31345
"Подставка-колонная ""Розы"", черная, h=77 см., 25 см.";341-184;78212027;1;41528;51910;41406
"Чаша декоративная ""Розы"", кремовая, h=23 см., 31 см.";341-181;78213159;;30540;38175;26557
"Чаша декоративная ""Розы"", черная, h=23 см., 33 см.";341-186;78213161;1;27168;;27088
"Чаша декоративная ""Фрукты"", кремовая, h=21 см, 32 см";341-031;78213132;;21247;;17706
Комплект: часы каминные+2 подсвечника, h=41 см., 10 см.;333-097;78213041;16;28211;;24532
Часы настенные, циферблат=22 см.;333-380;78212920;;10294;;8170
Чаша декоративная 19 см., h=20 см.;333-392;78213202;;5289;;4199
"Зеркало ""Людовик xvi"", h=30 см.";333-036;78211689;13;5819;7273;4619
Подсвечник d=10.5 см. h=19 см.;333-396;99206490;;4140;;3286
Подсвечник h=23 см.;333-219;99206491;;2286;2857;1743
Подсвечник на 3 свечи h=24 см.;333-223;99206494;1;3101;;2462
Подсвечник на 5 свечей h=25 см.;333-224;99206493;15;4254;;3377
Фоторамка 24x26 см. для фото 17x12 см.;333-065;99206492;20;2579;3223;2048
Часы каминные 12x26 см., h=46 см., диаметр циферблата=10 см.;333-378;87785077;;17948;;14957
Часы каминные, h=42 см.ширина=25 см.;333-345;87785083;18;13945;17431;11068
Часы настенные 34x34 см., диаметр циферблата=22 см.;333-379;87785098;14;10294;;8170
"Подсвечник настенный ""Барокко"" длина=28 см.";333-034;99206496;6;2608;;2070
"Зеркало ""Веер"" 22x39 см.";333-037;87785104;7;3705;;2941
"Зеркало ""Мария Антуанетта"" h=38 см.";333-038;99206497;21;5943;;4717
"Подсвечник настенный ""Пламя"" длина=23 см.";333-033;99206498;;2316;2895;1765
Настенные часы 50x50 см. циферблат, 8 см.;282-148;87785110;1;39551;;34393
"Статуэтка ""Возлюбленные"", h=26 см.";282-116;56557677;;15120;18900;12000
"Статуэтка ""Времена года Зима"", h=35 см.";282-095;56557676;;19414;;16179
"Статуэтка ""Времена года Осень"", h=35 см.";282-094;56557675;;19414;;16179
"Статуэтка ""Дама в шляпе"", h=32 см.";282-129;56557649;;10869;13586;8627
"Статуэтка ""Дама с собачкой"", h=30 см.";282-128;56557650;;10869;;8627
"Статуэтка ""Дама с цветочной тележкой"", h=30 см";282-034;56557678;;18480;;15400
"Статуэтка ""Дама"", h=19 см., 13x15 см.";282-114;56557654;;12481;15601;9906
"Статуэтка ""Дама"", h=28 см.";282-132;56557664;2;15628;;12404
"Статуэтка ""Дама"", h=30 см.";282-135;56557658;;13521;;10732
"Статуэтка ""Дама"", h=30 см.";282-131;56557657;3;10924;13655;8670
"Статуэтка ""Девушка в кресле"", h=19 см., 11x9 см.";282-119;56557663;;10521;13151;8350
"Статуэтка ""Девушка на мотороллере"", h=18 см., 13x8 см.";282-117;56557672;;12096;;9600
"Статуэтка ""Девушка с флейтой"", h=37 см.";282-101;56557668;;15499;;12301
"Статуэтка ""Леди с зонтиком"", h=27 см.";282-133;56557660;2;10924;;8670
"Статуэтка ""Леди с корзинкой цветов"", h=30 см.";282-134;56557659;2;10924;;8670
"Статуэтка ""Леди с шалью"", h=30 см.";282-123;56557661;2;15818;19772;13182
"Статуэтка ""Леди"", h=28 см.";282-127;56557656;;13521;;10732
"Статуэтка ""Леди"", h=34 см.";282-113;56557665;;15884;;13237
"Статуэтка ""Молодожены"", h=23.5 см.";282-087;56557648;1;10147;12683;8054
"Статуэтка ""Парень на мотороллере"", h=20 см., 14x9 см.";282-118;56557673;;12096;;9600
"Статуэтка ""Парень с радио"", h=20 см., 14x9 см.";282-120;56557662;;10074;;7996
"Статуэтка ""Слон"", h=24 см.";282-028;56557655;;15463;19328;12886
"Статуэтка ""Спящая девушка"", h=7 см., 18x11 см.";282-140;56557653;;10380;;8239
"Статуэтка ""Спящий парень"", h=7 см., 18x11 см.";282-141;56557651;1;8353;;6630
Статуэтка 20x17 см., h=35 см.;282-145;78212549;;28750;;25000
Статуэтка, h=33 см.;282-146;78212401;;31625;39531;27500
"Фигурка ""Дама с веером"", h=34 см.";282-013;56557666;;16796;;13997
"Фигурка ""Дама с виолой"", h=26 см.";282-024;56557669;1;18973;;15811
"Фигурка ""Карета"", 67 см., h=29 см.";282-042;56557680;;83722;104652;76111
Часы настенные 50x50 см., циферблат 8 см.;282-149;78212909;1;44242;;38472
Часы настенные 51x48 см., циферблат 8 см.;282-152;78213020;2;39551;49438;34393
Часы настенные 52x22 см., циферблат 8 см.;282-150;78212900;;37414;46767;32534
Часы настольные 44x20 см., h=35 см., циферблат 8 см.;282-081;78213068;;48351;;42045
Чаша декоративная 22 см., h=32 см.;282-091;56557679;;21505;26881;18700
"Ваза декоративная ""Ангел"", 30x20 см., h=32 см.";282-022;78211582;;15778;;15811
"Часы настольные ""Ангел"", 48 см., h=31 см., циферблат 8 см.";282-023;78213071;2;43263;;37620
"Часы настенные кварцовые ""Ангелы"", 29x10 см., h=45 см.";282-130;78213013;1;40972;;35628
"Статуэтка ""Балерина"", 17.5x17.5 см., h=30 см.";282-019;78212552;;16173;;13478
"Статуэтка ""Балерина"", 21x16 см., h=33 см.";282-054;78212558;;16152;;13460
"Статуэтка ""Балерина"", 27x21 см., h=23 см.";282-051;78212536;2;15196;18995;12664
"Статуэтка декоративная ""Времена года весна"", 15x15 см., h=35 см.";282-092;78212379;;21483;26853;17903
"Статуэтка фарфоровая ""Дама с бабочкой"", 17x17 см., h=35 см.";282-031;78212544;;15529;;12941
"Фигурка ""Дама с карнавальной маской"", 31x25 см., h=33 см.";282-026;78212388;1;22674;;19717
"Статуэтка фарфоровая ""Дама с лебедем"", 17x17 см., h=35 см.";282-030;78212539;1;15529;19411;12941
